,B1_mean,B1_std,B1_skew,B1_kurtosis,B1_entropy,B1_rms,B1_max,B1_p2p,B1_crest,B1_clearence,B1_shape,B1_impulse,B1_freq_band_0,B1_freq_band_1,B1_freq_band_2,B1_freq_band_3,B1_freq_band_4,B1_freq_band_5,B1_freq_band_6,B1_freq_band_7,B1_freq_band_8,B1_freq_band_9,B1_freq_band_10,B1_freq_band_11,B1_freq_band_12,B2_mean,B2_std,B2_skew,B2_kurtosis,B2_entropy,B2_rms,B2_max,B2_p2p,B2_crest,B2_clearence,B2_shape,B2_impulse,B2_freq_band_0,B2_freq_band_1,B2_freq_band_2,B2_freq_band_3,B2_freq_band_4,B2_freq_band_5,B2_freq_band_6,B2_freq_band_7,B2_freq_band_8,B2_freq_band_9,B2_freq_band_10,B2_freq_band_11,B2_freq_band_12,B3_mean,B3_std,B3_skew,B3_kurtosis,B3_entropy,B3_rms,B3_max,B3_p2p,B3_crest,B3_clearence,B3_shape,B3_impulse,B3_freq_band_0,B3_freq_band_1,B3_freq_band_2,B3_freq_band_3,B3_freq_band_4,B3_freq_band_5,B3_freq_band_6,B3_freq_band_7,B3_freq_band_8,B3_freq_band_9,B3_freq_band_10,B3_freq_band_11,B3_freq_band_12,B4_mean,B4_std,B4_skew,B4_kurtosis,B4_entropy,B4_rms,B4_max,B4_p2p,B4_crest,B4_clearence,B4_shape,B4_impulse,B4_freq_band_0,B4_freq_band_1,B4_freq_band_2,B4_freq_band_3,B4_freq_band_4,B4_freq_band_5,B4_freq_band_6,B4_freq_band_7,B4_freq_band_8,B4_freq_band_9,B4_freq_band_10,B4_freq_band_11,B4_freq_band_12
2004-02-12 10:32:39,0.05833287758191319,0.07347801857138483,0.08392907619065866,0.6291183988711353,4.811405514718639,0.07418001939277949,0.454,0.8400000000000001,6.120246445287278,0.04903653100272353,1.2716674106915633,,7.782917949872718,3.010824775103559e-05,3.037047950516162e-05,3.30007187413153e-05,3.146709778940231e-05,3.692260044568804e-05,3.8828494132248683e-05,3.360869589796714e-05,3.491561770186379e-05,3.213226494384019e-05,3.61835640765503e-05,3.4614385504357106e-05,3.5342136191766084e-05,0.07183163240392597,0.09005695039182442,0.12684335740679434,0.5071650278262565,5.012819597685367,0.09094475404601768,0.513,0.9770000000000001,5.640787150190368,0.0605167911441344,1.2660822398496276,,7.141700429628019,5.447621785149397e-06,7.801809575040802e-06,7.32445256405587e-06,7.395887886662786e-06,8.010714471116687e-06,8.50679298618803e-06,7.538663062876145e-06,7.221724186021827e-06,6.82362053369624e-06,7.681841397712559e-06,7.505479661621587e-06,7.605720612401262e-06,0.08324190634308316,0.10843569769119736,0.2047707025373197,3.2144504694779648,4.666280834086331,0.10940292188224622,1.023,1.934,9.350755742164608,0.06915355658256057,1.314276987258556,,12.289483085402743,4.6152926166409075e-06,3.5749058096422116e-06,3.433785098070253e-06,3.587224225863928e-06,3.059610186114365e-06,2.9751560842167103e-06,3.3112886904639634e-06,4.187232680221946e-06,3.286366496162074e-06,3.958550888090432e-06,2.9850799926199475e-06,3.428219654155991e-06,0.04306655598417892,0.053168986414167146,-0.0220810155673183,0.06611845471681654,4.494251142027009,0.05410474384748614,0.264,0.457,4.879424265350555,0.03625869877780566,1.2563053304601894,,6.130046714136696,5.447621785149397e-06,7.801809575040802e-06,7.32445256405587e-06,7.395887886662786e-06,8.010714471116687e-06,8.50679298618803e-06,7.538663062876145e-06,7.221724186021827e-06,6.82362053369624e-06,7.681841397712559e-06,7.505479661621587e-06,7.605720612401262e-06
2004-02-12 10:42:39,0.05899521461008839,0.07533943565983822,0.0520544335613171,0.6489301140306112,4.83530977183824,0.0753817891240941,0.388,0.757,5.147131747712585,0.04952284897973137,1.277761079814829,,6.57680461990642,4.5132577576820966e-05,3.2756999202360585e-05,3.0512138427204034e-05,3.0061166060452623e-05,3.295930068870989e-05,3.6796378015755753e-05,3.891996854977443e-05,3.7443493410155616e-05,3.551719989721964e-05,3.4531103058837965e-05,3.2974171948674184e-05,3.592860217718609e-05,0.07400571316958836,0.09338429070377982,0.07002132244752554,0.2536017570252742,5.053748868534183,0.0934169536688873,0.481,0.938,5.14895831119569,0.06238647495898201,1.2622938104091634,,6.499498206277139,1.0611755060832445e-05,6.503566944071706e-06,7.145599928040585e-06,6.146298186741678e-06,7.518015682038153e-06,8.075984959395583e-06,7.968118211908472e-06,7.838747893154945e-06,7.697427168165897e-06,7.72579864722092e-06,7.0488941126349175e-06,7.70480988860749e-06,0.08443542165144782,0.10978967438630238,-0.023790852283088665,1.3963329532000741,4.963402461844897,0.10981474018532666,0.752,1.433,6.847896727988448,0.07016197321636812,1.3005766778621122,,8.906214776830044,2.8399630724612588e-06,2.2915436911095406e-06,3.3229534656843364e-06,2.364251432181422e-06,2.4871978014450206e-06,2.6486306328933293e-06,3.5689744850977736e-06,4.192058477384605e-06,3.6064455876109744e-06,3.6594801252156348e-06,2.807247823910706e-06,3.4087272268683815e-06,0.04454104204306851,0.05597556205439683,0.0016452275709661467,0.10776921723638155,4.545836555378197,0.0561020177735314,0.249,0.478,4.438343037948213,0.03746508545555313,1.2595578190398897,,5.590349677028929,1.0611755060832445e-05,6.503566944071706e-06,7.145599928040585e-06,6.146298186741678e-06,7.518015682038153e-06,8.075984959395583e-06,7.968118211908472e-06,7.838747893154945e-06,7.697427168165897e-06,7.72579864722092e-06,7.0488941126349175e-06,7.70480988860749e-06
2004-02-12 10:52:39,0.0602364373260413,0.0761888128586783,0.03286947465449743,0.5142577508440107,4.848342528919889,0.07622761795279173,0.503,0.903,6.598658248923785,0.05076496879768217,1.2654735461892457,,8.3504274543565,2.6456768051534792e-05,3.0466723178249407e-05,3.6411844781595535e-05,3.0225798639627832e-05,3.9140048995020885e-05,3.252859847541996e-05,3.6483433297755236e-05,3.572301465988819e-05,3.6522764132004e-05,3.421725394866806e-05,3.7896939439600165e-05,3.6216656286957755e-05,0.07422662239367156,0.09370711796791711,0.09657438560629497,0.3109973280312226,5.055173388387341,0.09372015995635745,0.503,0.994,5.367041629402163,0.06257919181208538,1.2626219129209344,,6.776544368842047,4.389064671650593e-06,6.808422246439973e-06,7.385357321154926e-06,6.058470629776072e-06,9.624347831861636e-06,8.226115424261012e-06,8.048714807919146e-06,7.3167416218057205e-06,7.338066293293041e-06,7.598639221018106e-06,7.307361816297899e-06,7.68330312779511e-06,0.08392607060891645,0.10985482562219406,0.05655889357346105,2.640610297624058,4.787431454999994,0.10986372641040495,0.933,1.719,8.492338922809719,0.06988536489510516,1.309053618420363,,11.116926995756149,3.096967122408282e-06,3.727374865872227e-06,2.817796863514383e-06,2.945005853118759e-06,4.730898546340849e-06,2.913443883593567e-06,3.7870599459061855e-06,2.2775524172194037e-06,3.956010925512388e-06,3.349668302882363e-06,2.7650793425518435e-06,3.411836866742195e-06,0.04444308804140828,0.056039387348527696,0.07051560208674972,0.25750316840093923,4.544782591808188,0.05614637956518867,0.354,0.688,6.304947936829815,0.037330789726302396,1.2633320959352838,,7.965243091798054,4.389064671650593e-06,6.808422246439973e-06,7.385357321154926e-06,6.058470629776072e-06,9.624347831861636e-06,8.226115424261012e-06,8.048714807919146e-06,7.3167416218057205e-06,7.338066293293041e-06,7.598639221018106e-06,7.307361816297899e-06,7.68330312779511e-06
2004-02-12 11:02:39,0.06145544216026173,0.0786944782055005,0.041523339629660413,1.1583516384296515,4.76155095632278,0.07872550887324226,0.608,1.184,7.723036772984913,0.051552919011755544,1.2810176951936028,,9.893346766824573,3.440642691986168e-05,3.8862087954931e-05,3.591551613093874e-05,3.723499606213764e-05,3.219894511232968e-05,3.8688120456169846e-05,3.632190308365321e-05,3.74410403978815e-05,3.496413236800663e-05,3.644127418682503e-05,3.92067779408509e-05,3.5856316011557705e-05,0.07384408418379804,0.09291999527541782,0.10592006161872314,0.23565557498671863,5.012210967650721,0.09294860244994184,0.569,1.043,6.121662779238011,0.06231628243526236,1.2587142690888091,,7.705424290776741,5.8726119000924645e-06,9.894175591288812e-06,7.60841970587519e-06,6.86049444625587e-06,7.909714777147013e-06,7.774649146766785e-06,7.527640887121654e-06,7.202730894643002e-06,7.287698910275028e-06,7.52645710628324e-06,8.843662316569505e-06,7.599660570817133e-06,0.08445744421114311,0.11061977492029118,0.03353684298234472,2.6845911415384562,4.680226357643278,0.11066160367029386,1.016,1.951,9.181142928554326,0.07030448118830299,1.3102646510784828,,12.029727035783916,1.6826859764285247e-06,4.606971507371627e-06,2.882864464460395e-06,2.6398177514647846e-06,3.4158300198853003e-06,3.887589998042046e-06,4.130650928311554e-06,3.258346471346318e-06,3.169397169673373e-06,3.173614149095839e-06,3.750503932437541e-06,3.525379611486925e-06,0.04508140045900679,0.05668636393294674,-0.03640927543962514,0.8066350567314529,4.553737411517063,0.05680816349624759,0.525,1.038,9.241629506904907,0.03798944132454962,1.260124195740195,,11.645600949717402,5.8726119000924645e-06,9.894175591288812e-06,7.60841970587519e-06,6.86049444625587e-06,7.909714777147013e-06,7.774649146766785e-06,7.527640887121654e-06,7.202730894643002e-06,7.287698910275028e-06,7.52645710628324e-06,8.843662316569505e-06,7.599660570817133e-06
2004-02-12 11:12:39,0.06136075980272474,0.07844003535080475,0.028133928158671856,0.6036470914822427,4.875061717023318,0.07847485144734644,0.391,0.782,4.982487928152954,0.051292804623353186,1.2789093827984466,,6.372150560994807,2.4376105448759826e-05,3.5557897378981174e-05,3.309671304894208e-05,3.851981955401543e-05,3.1799269293007806e-05,3.142322954513501e-05,3.6215656836492265e-05,3.610711696613015e-05,3.405101471357349e-05,3.738041263457902e-05,3.45760847503623e-05,3.630889448868646e-05,0.07560876995947069,0.09533966832958707,0.0980136347547105,0.22653314791643098,5.073326149190101,0.09535010980392772,0.486,0.938,5.097005142410233,0.06385204038657978,1.261098545248642,,6.427825770218393,4.827758406901593e-06,7.04409174274973e-06,7.056270303491096e-06,8.138903065223103e-06,6.644418892931243e-06,6.657495635326387e-06,7.6735903327837e-06,7.843402096085321e-06,7.203553797436969e-06,7.837633085612588e-06,7.4285285833193654e-06,7.71774419316257e-06,0.08283680843791201,0.10750307385580084,-0.002802257026174465,1.579093664748259,4.905366835343841,0.10750673459509393,0.771,1.516,7.171643738448965,0.06908543592304354,1.2978135761431775,,9.307456607021278,3.850281248787625e-06,3.971587233371325e-06,2.9860251027806252e-06,4.512328076432428e-06,2.9189192245439006e-06,3.928854080986283e-06,4.091848718893843e-06,3.1151865414077367e-06,3.72437481897727e-06,3.1058595567658275e-06,3.2436666476524803e-06,3.418025024728872e-06,0.04511836515454856,0.05677849032685077,0.019102715426925876,0.13931563223121168,4.560104857577589,0.05684149766868912,0.244,0.45599999999999996,4.292638477300472,0.037948582661113076,1.2598306138527873,,5.407997367905548,4.827758406901593e-06,7.04409174274973e-06,7.056270303491096e-06,8.138903065223103e-06,6.644418892931243e-06,6.657495635326387e-06,7.6735903327837e-06,7.843402096085321e-06,7.203553797436969e-06,7.837633085612588e-06,7.4285285833193654e-06,7.71774419316257e-06
2004-02-12 11:22:39,0.06166482738414962,0.07829592813340848,0.026859297738417623,0.45689297971244613,4.876221536940216,0.0783107019714664,0.439,0.8049999999999999,5.605874918091729,0.05184035384339191,1.2699411527355617,,7.119131255572783,4.888707921626207e-05,4.0294074302505416e-05,3.7645610433262745e-05,4.330198202086819e-05,3.924141582117648e-05,3.6673697988792055e-05,3.6284845736417876e-05,3.3112526927157246e-05,3.358685726531508e-05,3.7374645425992984e-05,3.378165652776748e-05,3.597361761727293e-05,0.07327862688607842,0.09239458365915423,0.06072233947483705,0.1861515824842126,5.042918297538808,0.09240366114815836,0.574,0.96,6.211875080140588,0.0616912047774299,1.2609906199772603,,7.833116208527773,1.133355964674885e-05,7.192709923736137e-06,7.706111119389562e-06,1.2526590955845036e-05,8.358702389052448e-06,9.706958670362458e-06,7.425646971481566e-06,7.195168084863285e-06,7.0047819413254155e-06,7.906134815043173e-06,7.410585030981249e-06,7.5962378021035116e-06,0.08487924215049562,0.1105089349710343,0.07735455882949524,1.8640766470905912,4.841284547740086,0.11050952269898985,0.862,1.643,7.800232766799194,0.0707445558377593,1.3019617034639672,,10.155604340477334,4.167919792207823e-06,6.499475435547419e-06,3.7178773759234876e-06,3.811391353512741e-06,4.794109169709877e-06,3.1139540692927993e-06,2.903193046649267e-06,3.1560349380015143e-06,3.3075855560994006e-06,3.5688287002846903e-06,2.96182333617002e-06,3.322197411305818e-06,0.04417222520630891,0.0554969023686241,0.012718213778111893,0.14959101318329449,4.537804563745627,0.055567220129563694,0.247,0.489,4.4450667034284015,0.03727112310818971,1.2579674188935197,,5.591749087721353,1.133355964674885e-05,7.192709923736137e-06,7.706111119389562e-06,1.2526590955845036e-05,8.358702389052448e-06,9.706958670362458e-06,7.425646971481566e-06,7.195168084863285e-06,7.0047819413254155e-06,7.906134815043173e-06,7.410585030981249e-06,7.5962378021035116e-06
2004-02-12 11:32:39,0.06194389374481176,0.07861870018874435,0.05850890805422668,0.479035127642538,4.879128680834025,0.07863313071819818,0.408,0.796,5.188652623563619,0.05204277147229653,1.2694250549075994,,6.5866056415637075,4.183855356831503e-05,4.7715311556032885e-05,3.433879427377273e-05,4.158786017583976e-05,3.2031080555418515e-05,3.1060591664634953e-05,3.440754623797251e-05,3.5646238367677265e-05,3.362306123497511e-05,3.449510114417911e-05,3.696671247452341e-05,3.609520809790881e-05,0.07459290004394746,0.09390677991215246,0.09913974273229874,0.25041756583286956,5.01774464581156,0.09391974656515546,0.583,1.04,6.207427312376233,0.06288440921935357,1.2590976689446491,,7.815757259156264,7.731604513856042e-06,1.0056804688923324e-05,7.001786893792835e-06,9.132623460513695e-06,7.929019171639927e-06,6.560950397939218e-06,7.244069893709784e-06,7.025437146245587e-06,6.445847367372258e-06,6.807800183477154e-06,7.822712043113926e-06,7.5766258416467135e-06,0.08262630011231017,0.1073769799032839,0.14565641145302397,1.8225648974345652,4.837062906613463,0.10739042396477422,0.896,1.6139999999999999,8.343388236309622,0.06888920289749488,1.2997123654187988,,10.844004860221357,1.976687129531596e-06,2.696328282239084e-06,3.1277037990011914e-06,5.194663740716817e-06,2.08264059989043e-06,3.558037419990256e-06,3.2394160096066257e-06,3.066086813829352e-06,2.9953230381347344e-06,3.0089233073173596e-06,3.153455740491552e-06,3.3282512223359805e-06,0.04465857707895894,0.05620603961225015,-0.019687531168728446,0.10811212504219858,4.550264020731456,0.05627979090230375,0.239,0.45599999999999996,4.246639800330473,0.03756110953443304,1.2602235580143504,,5.351715518777819,7.731604513856042e-06,1.0056804688923324e-05,7.001786893792835e-06,9.132623460513695e-06,7.929019171639927e-06,6.560950397939218e-06,7.244069893709784e-06,7.025437146245587e-06,6.445847367372258e-06,6.807800183477154e-06,7.822712043113926e-06,7.5766258416467135e-06
2004-02-12 11:42:39,0.061230528834415744,0.07774845345420059,0.08249403504642658,0.4724847543370241,4.868507385164806,0.07777286911807968,0.415,0.749,5.3360510510409584,0.051475395653826375,1.2701649095404515,,6.77766480054867,3.074357895759647e-05,3.342928611154704e-05,3.63691872569064e-05,3.328688556713237e-05,4.304556323227908e-05,4.12946783510096e-05,3.7011373449246254e-05,3.39310917769585e-05,3.3776931341819004e-05,2.973330298456078e-05,3.9397826589021475e-05,3.580402877811821e-05,0.07417159040968797,0.09322804812764648,0.08684554883358683,0.10399816421405239,5.051822643960569,0.09324202904416266,0.41,0.82,4.397158708395436,0.06262373549139875,1.2571124406142409,,5.527722915679148,5.822078876511524e-06,7.80156416678127e-06,7.033388610435675e-06,6.85688194280706e-06,8.675233932195305e-06,8.42277982054039e-06,8.803481632139033e-06,7.122942111372725e-06,6.497269569613882e-06,6.528892788800253e-06,8.204406779125605e-06,7.53321544108688e-06,0.0820219248986767,0.10622320374143088,0.0015439417672146317,1.445479720470113,4.880507685304281,0.10623431702503239,0.776,1.5470000000000002,7.304607604500797,0.06843097225397254,1.295194146641471,,9.460885012862208,2.971782103873832e-06,4.941907636818048e-06,3.3923579537889694e-06,1.6629523631024466e-06,2.83489959489812e-06,2.301618850921239e-06,3.684901785428192e-06,3.4079035575992666e-06,2.747221826524104e-06,2.8676356674174337e-06,4.091884729787e-06,3.3628913130654182e-06,0.04384008008203526,0.05545770003216394,-0.01723977094245825,0.2101424941793204,4.536200291435593,0.05550518777919617,0.229,0.456,4.125740478727489,0.03677067724040882,1.2660831749242407,,5.223530604220757,5.822078876511524e-06,7.80156416678127e-06,7.033388610435675e-06,6.85688194280706e-06,8.675233932195305e-06,8.42277982054039e-06,8.803481632139033e-06,7.122942111372725e-06,6.497269569613882e-06,6.528892788800253e-06,8.204406779125605e-06,7.53321544108688e-06
2004-02-12 11:52:39,0.06227974998779238,0.07900737564891462,-0.008154246900790632,0.40510927520038464,4.886069016361932,0.07902857118923585,0.386,0.747,4.8843094869539465,0.052337020819679385,1.268928844523725,,6.197841193576739,3.3900355751552014e-05,4.14381362488781e-05,3.626544841527387e-05,3.774024332332519e-05,4.487362092198849e-05,3.628541048157611e-05,3.6739036281527636e-05,3.957247309359473e-05,3.557396287126223e-05,3.7998613772985233e-05,3.8152045011379176e-05,3.637891438757767e-05,0.0758077542848772,0.09585877235120557,0.035212144746159295,0.45188612493736,5.011319840359345,0.09585974406268903,0.613,1.07,6.394759405982961,0.06383387188489263,1.2645110644282993,,8.086244023222394,6.382530416987975e-06,1.0093699112154918e-05,7.026426879460139e-06,7.922000304576746e-06,9.381292896589919e-06,6.9034702370309535e-06,8.019714519641037e-06,7.858241126323608e-06,7.428273582759514e-06,7.674512973404187e-06,7.977650065728723e-06,7.750256921120689e-06,0.08437228380292007,0.1105814186366414,0.034262995615388286,2.385632671238335,4.7865021020248895,0.11058659100922037,0.967,1.736,8.744278950775998,0.07016815404280832,1.3106980873900802,,11.461109696387437,1.919544531192836e-06,3.7866724115920227e-06,3.5197548219291783e-06,3.3825352154069525e-06,3.2303942910067023e-06,2.3475749297615595e-06,3.5584788893327737e-06,3.4160906925913526e-06,3.6557622029956175e-06,3.2547922526456255e-06,2.8937606915584975e-06,3.334552838053461e-06,0.044272230089359835,0.05579802517011639,0.00843342735440181,0.16037162226601964,4.542952433799225,0.055854558241484505,0.33,0.557,5.90820177241866,0.03725595726440358,1.261616099499544,,7.4538824751751225,6.382530416987975e-06,1.0093699112154918e-05,7.026426879460139e-06,7.922000304576746e-06,9.381292896589919e-06,6.9034702370309535e-06,8.019714519641037e-06,7.858241126323608e-06,7.428273582759514e-06,7.674512973404187e-06,7.977650065728723e-06,7.750256921120689e-06
2004-02-12 12:02:39,0.059890277845597924,0.07568802269516474,0.046384593601192466,0.32591296191457975,4.843950504166094,0.07571536369604259,0.378,0.722,4.9923817511789474,0.0504897476094972,1.2642346374021347,,6.311541932974751,2.8904727493730394e-05,3.736654320475219e-05,3.481564667094858e-05,4.296891422219268e-05,3.2337980728384787e-05,3.0171178826715883e-05,3.4176829939300816e-05,3.516334246214707e-05,3.5073088121832796e-05,3.429477089469091e-05,3.759042376845258e-05,3.641632148405296e-05,0.0751147516968602,0.09472730616726381,0.08961558603836002,0.19660899362227546,5.067185593936225,0.0947406566942666,0.466,0.883,4.91869083728022,0.0633287381813874,1.2612789705624063,,6.203841315759536,5.405763659483624e-06,8.445262650876938e-06,7.381472477778777e-06,8.581735743430984e-06,6.0929433985046315e-06,6.661346758713342e-06,7.847383723825619e-06,7.365374021346568e-06,7.373079873163423e-06,7.018795874546958e-06,8.126079045847108e-06,7.8069600109063e-06,0.08450603056789883,0.10975937067575867,0.00624852266936389,1.4619946340831906,4.9680658629951076,0.1097730362532451,0.781,1.445,7.114679767062672,0.07040163856953252,1.2989964800801377,,9.241943974311784,1.8935580003780815e-06,4.50578811851172e-06,3.242561648515971e-06,2.0804302248134887e-06,2.489956378469806e-06,3.48828496982714e-06,3.8886044897582554e-06,3.203490454864409e-06,3.3328362032544837e-06,2.9369947460330133e-06,3.8968628819183805e-06,3.388589740695906e-06,0.04397397333854192,0.05539286268563996,0.029720276446396632,0.20631128598019677,4.534483725463099,0.05546092326560313,0.291,0.5449999999999999,5.246937534854891,0.03696193892259631,1.2612215602767292,,6.6175507443842205,5.405763659483624e-06,8.445262650876938e-06,7.381472477778777e-06,8.581735743430984e-06,6.0929433985046315e-06,6.661346758713342e-06,7.847383723825619e-06,7.365374021346568e-06,7.373079873163423e-06,7.018795874546958e-06,8.126079045847108e-06,7.8069600109063e-06
